174,Vasista Ayurveda,4.1,Excellent,Neurologist Surgery,"   5410, Old housing board colony, Ravindra Nagar Hassan, Hassan - 573201, Near Ravindra park (Also serves PONDICHERRY)"
175,Lavanya Ayurvedic Hospital ..,3.9,Verygood,Neurologist Surgery,"  3rd Floor, Bansal Complex, Faizabad Road, Indira Nagar, Lucknow - 226016, Near Neelgiri Chauraha (Also serves PONDICHERRY)"
176,Sri Venkateshwaraa Medical ..,4.1,Excellent,Gastroenterologists,"  13 A, Pondicherry Villupuram Main Road Ariyur, Pondicherry - 605001, Ariyur"
177,East Coast Hospitals,4.1,Excellent,Gastroenterologists,"  No 1, Perambai Road, Moolakulam, Pondicherry - 605010, Near Vasantharaja Cinema Hall, Paris Nagar"
178,Clinic Nallam,4.1,Excellent,Gastroenterologists,"  No 86, Eswaran Kovil Street, Pondicherry - 605001, Near Easwaran Kovil"
179,Dr. Karthikeyan R,4.6,Excellent,Gastroenterologists,"  No 41 Balaji Gastro Centre, 14th Cross, Ellaipillaichavady, Pondicherry - 605005, Opposite Rajiv Gandhi Government Maternity Hospital, Anna Nagar"
180,Jipmer Hospital,4.3,Excellent,Gastroenterologists,"  Dhanvantri Nagar, Pondicherry - 605006, Gorimedu"
181,Pondicherry Institute Of Me..,4.0,Verygood,Gastroenterologists,"  Pondicherry University, Pondicherry - 605014, Ganapathichettikulam Kalathumettupathai Kalapet"
182,Government General Hospital,4.0,Verygood,Gastroenterologists,"  Ambour Salai, Pondicherry - 605001"
183,Rani Hospital,4.0,Verygood,Gastroenterologists,"  No 27, Vazhudhavur Road, Thattanchavadi, Pondicherry - 605009, Near Rajiv Gandhi Statue"
184,Be Well Hospitals,3.7,Verygood,Gastroenterologists,"  No 15, East Coast Road, Lawspet Pondicherry, Pondicherry - 605008, Green Gardens"
185,Apollo Hospital Information..,4.1,Excellent,Gastroenterologists,"  No 79, valudhavur main road, Nellithope, Pondicherry - 605009, Near By Employment office"
186,Aum Hospitals,4.3,Excellent,Gastroenterologists,"  No 1, Cholai Nagar Main Road, Muthialpet, Pondicherry - 605003, Sapthagiri Garden Opposite Chinaathal School"
187,Sri Venkateshwara Hospital,3.8,Verygood,Gastroenterologists,"  No 13 A, Pondy Villupuram Main Road, Ariyur, Pondicherry - 605003, Ariyur 605102 villupuram"
188,Dr. Karthikeyan R (East Coa..,5.0,Excellent,Gastroenterologists,"  C/O East Coast Hospitals No 1, Perambai Road, Moolakulam, Pondicherry - 605010, Near Vasantharaja Cinema Hall, Paris Nagar"
189,Tiru Medical Center,4.9,Excellent,Gastroenterologists,"  133, 100 Feet Road, Mudaliarpet, Pondicherry - 605004, Between RTO Office and Sunway Manor GRT Hotel"
190,Viniyoga Heealing Centre,5.0,Excellent,Gastroenterologists,"  No.61, Perumal Koil Street, Pondicherry - 605001, Near M.G.Road"
191,Balaji Gastro Centre,5.0,Excellent,Gastroenterologists,"  No 250, Bussy Street, Pondicherry - 605001, Opposite Kamban Kalai Arangam"
192,MKV Polyclinic,3.5,Verygood,Gastroenterologists,"  No 250, Bussy Street, Bazaar, Pondicherry - 605001, Opposite Kamban Kalai Arangam"
193,Royal India Associates,3.6,Verygood,Gastroenterologists,"  No.2, Appavoo Maistry Street, Pondicherry - 605001"
194,Dr. Satish n,3.7,Verygood,Gastroenterologists,"  No 86 Clinic Nallam, Eswaran Kovil Street, Pondicherry - 605001, Near Easwaran Kovil"
195,Dr. Vinoth(Arcot Hospitals),3.8,Verygood,Gastroenterologists,"  No 30/31 Alc Campus, Cuddalore Ho, PONDICHERRY - 607001, Manjakuppam"
196,Sun Pharmacy,4.3,Excellent,Gastroenterologists,"  No 3/5, Main Bazaar, Block 19 and Also In Indira Nagar, Neyveli Town Ship, Neyveli - 607801, Near Icici Bank (Also serves PONDICHERRY)"
197,Aum Hospitals,4.3,Excellent,Gastroenterologists,"  No 1, Cholai Nagar Main Road, Muthialpet, Pondicherry - 605003, Sapthagiri Garden Opposite Chinaathal School"
198,Sri Venkateshwara Hospital,3.8,Verygood,Gastroenterologists,"  No 13 A, Pondy Villupuram Main Road, Ariyur, Pondicherry - 605003, Ariyur 605102 villupuram"
199,Dr. Karthikeyan R (East Coa..,5.0,Excellent,Gastroenterologists,"  C/O East Coast Hospitals No 1, Perambai Road, Moolakulam, Pondicherry - 605010, Near Vasantharaja Cinema Hall, Paris Nagar"
200,Tiru Medical Center,4.9,Excellent,Gastroenterologists,"  133, 100 Feet Road, Mudaliarpet, Pondicherry - 605004, Between RTO Office and Sunway Manor GRT Hotel"
201,Viniyoga Heealing Centre,5.0,Excellent,Gastroenterologists,"  No.61, Perumal Koil Street, Pondicherry - 605001, Near M.G.Road"
202,Balaji Gastro Centre,5.0,Excellent,Gastroenterologists,"  No 250, Bussy Street, Pondicherry - 605001, Opposite Kamban Kalai Arangam"
203,MKV Polyclinic,3.5,Verygood,Gastroenterologists,"  No 250, Bussy Street, Bazaar, Pondicherry - 605001, Opposite Kamban Kalai Arangam"
204,Royal India Associates,3.6,Verygood,Gastroenterologists,"  No.2, Appavoo Maistry Street, Pondicherry - 605001"
205,Dr. Satish n,3.7,Verygood,Gastroenterologists,"  No 86 Clinic Nallam, Eswaran Kovil Street, Pondicherry - 605001, Near Easwaran Kovil"
206,Dr. Vinoth(Arcot Hospitals),3.8,Verygood,Gastroenterologists,"  No 30/31 Alc Campus, Cuddalore Ho, PONDICHERRY - 607001, Manjakuppam"
207,Sun Pharmacy,4.3,Excellent,Gastroenterologists,"  No 3/5, Main Bazaar, Block 19 and Also In Indira Nagar, Neyveli Town Ship, Neyveli - 607801, Near Icici Bank (Also serves PONDICHERRY)"
208,Sun Pharmacy,4.3,Excellent,Gastroenterologists,"  No 3/5, Main Bazaar, Block 19 and Also In Indira Nagar, Neyveli Town Ship, Neyveli - 607801, Near Icici Bank (Also serves PONDICHERRY)"
209,Simha Hearing Aids And Spee..,4.6,Excellent,ENT Doctors,"  No 352 Vijaya Complex 1st Floor, Villianur Main Road, Nellithope, Pondicherry - 605005, Opposite Fish Market"
210,L K Nursing Home,4.3,Excellent,ENT Doctors,"  No 370, 2nd Main Road Mahaveer Nagar, Lawspet, Pondicherry - 605008, Near Lawspet Police Station"
211,Apollo Hospital Information..,3.5,Verygood,ENT Doctors,"  No.60, 100 Feet Road, Ellaipillaichavady, Pondicherry - 605005, Opp to N.T Mahal"
212,New Medical Centre,4.1,Excellent,ENT Doctors,"  No 159 &161, Bussy Street, Pondicherry - 605001, Near Chinna Manikoondu"
213,Apollo Hospital Information..,4.1,Excellent,ENT Doctors,"  No 79, valudhavur main road, Nellithope, Pondicherry - 605009, Near By Employment office"
214,Sri Venkateshwaraa Medical ..,4.1,Excellent,ENT Doctors,"  13 A, Pondicherry Villupuram Main Road Ariyur, Pondicherry - 605001, Ariyur"
215,Rani Hospital,4.0,Verygood,ENT Doctors,"  No 27, Vazhudhavur Road, Thattanchavadi, Pondicherry - 605009, Near Rajiv Gandhi Statue"
216,Fortis East Coast Hospitals..,3.8,Verygood,ENT Doctors,"  No 194 Outpatient Complex, Lalbahadur Shastri Street, Bussy Street, Pondicherry - 605001"
217,Be Well Hospitals,3.7,Verygood,ENT Doctors,"  No 15, East Coast Road, Lawspet Pondicherry, Pondicherry - 605008, Green Gardens"
218,Dr. Vasudevan T l,4.3,Excellent,ENT Doctors,"  No 212, Bussy Street, Pondicherry - 605001"
219,Viji Clinic,4.4,Excellent,ENT Doctors,"  No 288, Kamaraj Salai, Saram, Pondicherry - 605013, Opposite Shanmuga Thirumana Mandapam & Near Rajiv Gandhi Statue"
220,United Care Hearing Aids & ..,4.8,Excellent,ENT Doctors,"  No 48, Badar Saib Street, Pondicherry Bazaar, Pondicherry - 605001, Behind Old Bus Stand"
221,Dr. Atul M Bage,3.7,Verygood,ENT Doctors,"  No 215, Bussy Street, Puducherry H O, Pondicherry - 605001"
222,Jayakodi Hospitals,4.8,Excellent,ENT Doctors,"  No:211A, TV Malai Road, Tirukannur, Pondicherry - 605501"
223,Decibel Audiology Centre He..,4.7,Excellent,ENT Doctors,"  No 216, Bussy Street, Bussy Street, Pondicherry - 605001, Opposite Anjappar Hotel"
224,S R ENT Clinic,0.5,Verypoor,ENT Doctors,"  No 75, East Car Street, Chidambaram H O, PONDICHERRY - 608001"
225,Dr. Karunanidhi m,4.6,Excellent,ENT Doctors,"  No 288 C/O Viji Clinic, Kamaraj Salai, Saram, Pondicherry - 605013, Opposite Shanmuga Thirumana Mandapam & Near Rajiv Gandhi Statue"
226,Herbocare Hospital Pvt Ltd,4.5,Excellent,ENT Doctors,"  No 11, 1st Street, Pondicherry - 605001, Near Muruga Theatre Bus Stop & Old Collector Office, Gnanaprakasam Nagar"
227,Dr. Kulandaivelu S,0.6,Verypoor,ENT Doctors,"  No 6, 45 Feet Road, Venkata Nagar, Pondicherry - 605011, Rajarajeswari Nagar,Near French Corner Bakery,"
228,Clinic ENT,4.4,Excellent,ENT Doctors,"  2,KALAIVANAR NAGAR, main road, Gorimedu, Pondicherry - 605006, NEAR JIPMER CHECK POST"
229,Shivani ENT Clinic,4.3,Excellent,ENT Doctors,"  Krishnar Bajanai Madam, Pillaitottam, Pondicherry - 605013"
230,Dr. N D Rajan(simha Hearing..,0.7,Verypoor,ENT Doctors,"  No 352 Vijaya Complex 1st Floor, Villianur Main Road, Nellithope, Pondicherry - 605005, Opposite Fish Market"
231,Dr. M Saravanakumar (Shivan..,4.2,Excellent,ENT Doctors,"  C/o Shivani Ent Clinic, Krishnar Bajanai Madam, Pillaitottam, Pondicherry - 605013"
232,Dr. Allirani j,4.1,Excellent,ENT Doctors,"  No 6/10, Sengundar Street, Nellithope, Pondicherry - 605005, Orleanpet"
233,Dr. Bibin M Babu (East Coas..,0.8,Verypoor,ENT Doctors,"  C/O East Coast Hospitals No 1, Perambai Road, Moolakulam, Pondicherry - 605010, Near Vasantha Raja Theatre, Paris Nagar"
234,Royal India Associates,4.0,Verygood,ENT Doctors,"  No.2, Appavoo Maistry Street, Pondicherry - 605001"
235,Dr. Suriyanarayana V,4.1,Excellent,ENT Doctors,"  No 448, Bharathi Street, Puducherry H O, Pondicherry - 605001"
236,Aum Speciality Clinics,0.9,Verypoor,ENT Doctors,"  No 2c, Jawaherlal Nehru Street, Pondicherry - 605001, Behind Raj Niwas"
237,Dr. Sathiyan (New Medical C..,4.2,Excellent,ENT Doctors,"  C/O New Medical Centre No 470, M G Road, Pondicherry - 605001"
238,Dr. Satvinder Singh Bakshi ..,4.3,Excellent,ENT Doctors,"   2, Jawaharlal Nehru Street, Sri Aurobindo Ashram., Sri Aurobindo Ashram, Pondicherry - 605001, Behind Rajniwas"
239,Sabari Clinic,0.10,Verypoor,ENT Doctors,"  No 14, Uruvaiyar Main Road, Villianur, Pondicherry - 605110, Annamalai Nagar, Acharyapuram Near Acharya College"
240,Sri Jayajothi Polyclinic,4.4,Excellent,ENT Doctors,"  No 18/2, Hospital Road, Manjakuppam, Cuddalore - 607001 (Also serves PONDICHERRY)"
241,Sri Shruthi Clinic,5.0,Excellent,ENT Doctors,"  No.44, Kumara koil street, Old Town, Cuddalore - 607003, Near kumaran temple (Also serves PONDICHERRY)"
242,Sun Pharmacy,4.3,Excellent,ENT Doctors,"  No 3/5, Main Bazaar, Block 19 and Also In Indira Nagar, Neyveli Town Ship, Neyveli - 607801, Near Icici Bank (Also serves PONDICHERRY)"
243,East Coast Hospitals,4.1,Excellent,Kidney ,"  No 1, Perambai Road, Moolakulam, Pondicherry - 605010, Near Vasantharaja Cinema Hall, Paris Nagar"
244,Clinic Nallam,4.1,Excellent,Kidney ,"  No 86, Eswaran Kovil Street, Pondicherry - 605001, Near Easwaran Kovil"
245,MVR Medical Centre,4.3,Excellent,Kidney ,"  No 12 And13, ECR Main Road Karuvadikuppam, Lawspet Pondicherry, Pondicherry - 605008, Near Sivaji Statue"
246,L K Nursing Home,4.3,Excellent,Kidney ,"  No 370, 2nd Main Road Mahaveer Nagar, Lawspet, Pondicherry - 605008, Near Lawspet Police Station"
247,Dr. Narendra Agarawal,5.0,Excellent,Kidney ,"  122, west car street, Villianur, Pondicherry - 605110, opposite to icici atm"
248,Sri Venkateshwaraa Medical ..,4.1,Excellent,Kidney ,"  13 A, Pondicherry Villupuram Main Road Ariyur, Pondicherry - 605001, Ariyur"
249,Jipmer Hospital,4.3,Excellent,Kidney ,"  Dhanvantri Nagar, Pondicherry - 605006, Gorimedu"
250,Pondicherry Institute Of Me..,4.0,Verygood,Kidney ,"  Pondicherry University, Pondicherry - 605014, Ganapathichettikulam Kalathumettupathai Kalapet"
251,Rani Hospital,4.0,Verygood,Kidney ,"  No 27, Vazhudhavur Road, Thattanchavadi, Pondicherry - 605009, Near Rajiv Gandhi Statue"
252,Be Well Hospitals,3.7,Verygood,Kidney ,"  No 15, East Coast Road, Lawspet Pondicherry, Pondicherry - 605008, Green Gardens"
253,Sri Arunachalam Hospital,3.9,Verygood,Kidney ,"  No 205, Chinna Subrayapillai Street, Pondicherry - 605001, Opposite Kamban Kalai Arangam"
254,Madhava Hospital,4.0,Verygood,Kidney ,"  No 15, Point Care Street, Nellithope, Pondicherry - 605005, Near Indira Gandhi Statue"
255,Aum Hospitals,4.3,Excellent,Kidney ,"  No 1, Cholai Nagar Main Road, Muthialpet, Pondicherry - 605003, Sapthagiri Garden Opposite Chinaathal School"
256,Sri Manakula Vinayagar Medi..,4.5,Excellent,Kidney ,"  Pondicherry-Villupuram Main Road, Pondicherry - 605001, Kalitheerthalkuppam Madagadipet"
257,Kidney Centre Hospital,4.1,Excellent,Kidney ,"  no;206, anna salai, Pondicherry - 605001, opp botanical garden near sbi bank near farmer market"
258,Sri Venkateshwara Hospital,3.8,Verygood,Kidney ,"  No 13 A, Pondy Villupuram Main Road, Ariyur, Pondicherry - 605003, Ariyur 605102 villupuram"
259,Dr. Vasudevan S,4.1,Excellent,Kidney ,"  No 180, Lalbahadur Street, Pondicherry Bazaar, Pondicherry - 605001, Nera Small Clock Tower"
260,Chithra Medical Group,4.2,Excellent,Kidney ,"  No.75, Third Cross, Paris Nagar, pondicherry 605010, Moolakulam, Pondicherry - 605010, Near East Coast Hospital"
261,Dr. Vijay Oza,3.6,Verygood,Kidney ,"  194 Eastcoast Diagnostics, Lalbahadur Street(Bussy Street), Bussy Street, Pondicherry - 605001, Near Anjappar Hotel"
262,Herbocare Hospital Pvt Ltd,4.3,Excellent,Kidney ,"  No 11, 1st Street, Pondicherry - 605001, Near Muruga Theatre Bus Stop & Old Collector Office, Gnanaprakasam Nagar"
263,Dr. Rajendran p,4.5,Excellent,Kidney ,"  No 206, Bussy Street, Puducherry H O, Pondicherry - 605001"
264,Dr. Vijay Oza (East Coast H..,4.7,Excellent,Kidney ,"  C/O East Coast Hospitals No 1, Perambai Road, Moolakulam, Pondicherry - 605010, Near Vasantha Raja Theatre, Paris Nagar"
265,Dr. Prasanth Nayak (East Co..,4.9,Excellent,Kidney ,"  C/O East Coast Hospitals No 1, Perambai Road, Moolakulam, Pondicherry - 605010, Near Vasantha Raja Theatre, Paris Nagar"
266,Dr. Vasudevan (East Coast H..,4.11,Excellent,Kidney ,"  C/O East Coast Hospitals No 1, Perambai Road, Moolakulam, Pondicherry - 605010, Near Vasantharaja Cinema Hall, Paris Nagar"
267,Royal India Associates,4.13,Excellent,Kidney ,"  No.2, Appavoo Maistry Street, Pondicherry - 605001"
268,Dr. Kalyana Ram,4.15,Excellent,Kidney ,"  No 86 Clinic Nallam, Eswaran Kovil Street, Pondicherry - 605001, Near Easwaran Kovil"
269,Dr. Sudhakar K (New Medical..,4.17,Excellent,Kidney ,"  C/O New Medical Centre No 470, M G Road, Pondicherry - 605001"
270,Vijay Kidney & Urology Clin..,5.0,Excellent,Kidney ,"  No 194 East Coast Laboratory, Lalbahathur Street, Pondicherry - 605003, Opposite Roshamaa Kalyana Mandapam"
271,Amrutha Laser Stone Clinic,3.5,Verygood,Kidney ,"  Clinic Nallam, Eswaran Koil Street, PONDICHERRY - 605003, Eswaran Koil"
272,Dr. Rajendiran p,4.17,Excellent,Kidney ,"  No 17, Bashyam Reddy Street, Cuddalore Ho, PONDICHERRY - 607001"
273,Valli Vilas Nursing Home,5.0,Excellent,Kidney ,"  No 45/2, Bharathi Road, Cuddalore Ho, - 607001 (Also serves PONDICHERRY)"
274,Sun Pharmacy,3.5,Verygood,Kidney ,"  No 3/5, Main Bazaar, Block 19 and Also In Indira Nagar, Neyveli Town Ship, Neyveli - 607801, Near Icici Bank (Also serves PONDICHERRY)"
275,Dr. Sivakumar,4.17,Excellent,Kidney ,"  Saraswathi Hospital No 152a 153, Trichy Road Chinthamani Pudur, Irugur, Coimbatore - 641103, Near Bye Pass Junction (Also serves PONDICHERRY)"
276,Dr. Nachiappan m,5.0,Excellent,Kidney ,"  No 12, , Victoria Nagar E P Chavadi (Also serves PONDICHERRY)"
277,Clinic Nallam,5.0,Excellent,Jaundice,"  No 86, Eswaran Kovil Street, Pondicherry - 605001, Near Easwaran Kovil"
278,PELICAN Pondicherry Endosco..,5.0,Excellent,Jaundice,"  42/3, 100 feet road, Mudaliarpet, Pondicherry - 605004, between RTO office and Sunway GRT Grand hotel"
279,Clinic Nallam,4.1,Excellent,Neurologists,"  No 86, Eswaran Kovil Street, Pondicherry - 605001, Near Easwaran Kovil"
280,Dr. Narendra Agarawal,5.0,Excellent,Paediatricians,"  122, west car street, Villianur, Pondicherry - 605110, opposite to icici atm"
281,VLCC Healthcare Ltd,3.8,Verygood,Dietitians,"  No 54, Sri Aurobindo Street, Pondicherry - 605001, Near Krishna Sweets"
282,Rani Hospital,4.0,Verygood,Dietitians,"  No 27, Vazhudhavur Road, Thattanchavadi, Pondicherry - 605009, Near Rajiv Gandhi Statue"
283,Aum Hospitals,4.3,Excellent,Dietitians,"  No 1, Cholai Nagar Main Road, Muthialpet, Pondicherry - 605003, Sapthagiri Garden Opposite Chinaathal School"
284,Sri Venkateshwara Hospital,3.8,Verygood,Dietitians,"  No 13 A, Pondy Villupuram Main Road, Ariyur, Pondicherry - 605003, Ariyur 605102 villupuram"
285,LIPO Slimming Beauty & Fitn..,4.7,Excellent,Dietitians,"  No 84, 2nd Main Road Vazhudavour Road, Vvp Nagar, Pondicherry - 605009, Near Ashwini Hospital"
286,Dietician Madhavi Kortis Di..,4.7,Excellent,Dietitians,"  C 42, Staff Quarters, Aravind Eye Hospital, Pondicherry, Puducherry, Pondicherry - 605001"
287,Vestige,4.7,Excellent,Dietitians,"  24, Puducherry, V O C Street, Pondicherry - 605001, Near Old Bus Stand"
288,Hemalatha R,4.5,Excellent,Dietitians,"  No 8, Thirumurugan Street, Venkata Nagar, Pondicherry - 605011, Kamarajar Nagar"
289,Subbulakshmi T,4.7,Excellent,Dietitians,"  No 16, Vellalar Street, Villianur, Pondicherry - 605110"
290,A G Dental Clinic,4.6,Excellent,Dentist,"  Sethu Nursing Home, No. 130, 1 Street Floor, Perumal Kovil Street, Pondicherry - 605001, Near Anandha Inn"
291,SSV Smile Kare,5.0,Excellent,Dentist,"  74, Bhraminal Street, Mudaliarpet, Pondicherry - 605004, Near Puthupillayar Temple"
292,Le Dental Implant Centre,4.9,Excellent,Dentist,"  No 18, Vallalar High Road, Venkata Nagar, Pondicherry - 605011, Vankata Nagar Extension"
293,Shakshi Dental Care,5.0,Excellent,Dentist,"  No 166, Lenin Street, Kuyavarpalayam, Pondicherry - 605005, Near Best Needs And Adjacent To Vaniga Vaishya Sri Harihara Bajanai Madam"
294,Ever Smiles,4.9,Excellent,Dentist,"  No, 95, Lenin street, Saram, Pondicherry - 605013, Opp To Krishna Nursing Home"
295,Annai Dental Clinic,4.6,Excellent,Dentist,"  No. 59/A,, East Street, Saram, Pondicherry - 605013, Kamaraj Salai & Lenin Street Junction"
296,Ever Smiles,4.9,Excellent,Dentist,"  No.95, LENIN STREET, kuyavarpalayam, Saram, Pondicherry - 605013, OPP. TO KRISHNA NURSING HOME"
297,Dr. Dentsmile Clinic,4.8,Excellent,Dentist,"  80, Bussy st white town global hospital information centre branch st Joseph's hospital cluny romain rol, Bussy Street, Pondicherry - 605001, Bussy st mission st corner"
298,All Smiles Dental House,5.0,Excellent,Dentist,"  no.616, vazhuthavur road, Dharumapuri, Pondicherry - 605009, Near Dharmapuri Bus Stop"
299,P T Smile Gallery Dental Ca..,4.8,Excellent,Dentist,"  No.36, ECR Road, Auroville, Pondicherry - 605101, Next to Orient Flight School"
300,Rams Dental Hospital,4.8,Excellent,Dentist,"  No 246, 1St Floor, Cuddalore Main Road, Mudaliarpet, Pondicherry - 605004, Near Government Middle School"
301,Dr Abis Dental Care,5.0,Excellent,Dentist,"  2nd Cross ,Sithanandha Nagar, Ellaipillaichavady, Pondicherry - 605005"
302,Jipmer Hospital,4.3,Excellent,Dentist,"  Dhanvantri Nagar, Pondicherry - 605006, Gorimedu"
303,Aum Hospitals,4.3,Excellent,Dentist,"  No 1, Cholai Nagar Main Road, Muthialpet, Pondicherry - 605003, Sapthagiri Garden Opposite Chinaathal School"
304,New Medical Centre,4.1,Excellent,Dentist,"  No 159 &161, Bussy Street, Pondicherry - 605001, Near Chinna Manikoondu"
305,Vasan Dental Care,4.1,Excellent,Dentist,"  Raman Tower, Ecr Main Road, Pondicherry - 605001, Near Rajiv Gandhi Square"
306,Apollo Hospital Information..,4.1,Excellent,Dentist,"  No 79, valudhavur main road, Nellithope, Pondicherry - 605009, Near By Employment office"
307,Pondicherry Institute Of Me..,4.0,Verygood,Dentist,"  Pondicherry University, Pondicherry - 605014, Ganapathichettikulam Kalathumettupathai Kalapet"
308,Rani Hospital,4.0,Verygood,Dentist,"  No 27, Vazhudhavur Road, Thattanchavadi, Pondicherry - 605009, Near Rajiv Gandhi Statue"
309,A G Padmavathi Hospital Pvt..,3.9,Verygood,Dentist,"  No R S 127/ 1 A, Villiayanoor Main Road, Pondicherry - 605001, Arumparthapuram"
310,Government General Hospital,3.9,Verygood,Dentist,"  Ambour Salai, Pondicherry - 605001"
311,Apollo White Dental Clinic,3.9,Verygood,Dentist,"  Door No 268 & 270, Kamaraj Salai, Saram, Pondicherry - 605013, Opposite To Naturals & Hot Bread,Near Old Collectore Office"
312,Sri Venkateshwara Hospital,3.8,Verygood,Dentist,"  No 13 A, Pondy Villupuram Main Road, Ariyur, Pondicherry - 605003, Ariyur 605102 villupuram"
313,Dr. Gunalan a,4.8,Excellent,Dentist,"  No 94, Lal Bahadhur Street, Pondicherry - 605001, chinakadai market near"
314,SUBHA Dental CARE (orthodo..,4.8,Excellent,Dentist,"  No:20, 100 Feet Road, Ellaipillaichavady, Pondicherry - 605005, Opposite to NT Mahal"
315,Purple Dent Care,4.8,Excellent,Dentist,"  No.2, ECR Main Road, Chinnamudaliyar chavadi, Kottakuppam, Pondicherry - 605104, Near Kottakuppam Roundana"
316,Subha Dental Cosmetic Ortho..,4.8,Excellent,Dentist,"  Old No. 19, New No. 20, 100 Feet Road, Ellaipillaichavady, Pondicherry - 605005"
317,Dr. Vinoth Kumar (all Smile..,5.0,Excellent,Dentist,"  No.616, Vazhuthavur Road, Dharumapuri, Pondicherry - 605009, Near Shri Ram Mandapam"
318,Dr. Usha Karthikeyan,3.5,Verygood,Dentist,"  No 73, Kamatchi Amman Koil Street, Pondicherry - 605001"
319,Karewell Dentaire,4.7,Excellent,Dentist,"  10, Rue Du Bazar Saint Laurent, White Town, Pondicherry - 605001, Near Ajantha Sea View Hotel"
320,S.S Dental Clinic & Implant..,4.8,Excellent,Dentist,"  No.180, Cuddalore Main Road, Thavalakuppam, Pondicherry - 605007, Opposite To SRM Homeappliances"
321,A K Dental Clinic,4.7,Excellent,Dentist,"  No 14, Villiyanur Main Road, Nellithope, Pondicherry - 605005, Pavazha Nagar"
322,Ragavan Oral Clinic,4.9,Excellent,Dentist,"  No 50, Canteen Street, Pondicherry - 605001, Kosakadai Street Junction"
323,Dr. Balaji (Vijaya Dental H..,1.0,Verypoor,Dentist,"  #267, Vazhudavoor Road.Land Mark: Near Dental College, Kathirkamam, Pondicherry - 605009"
324,Comfort Dental Care,4.7,Excellent,Dentist,"  No 62, Villianur Main Road, Reddiar Palayam, Pondicherry - 605010, Mulakulam Near Srinivas Towers & Opp To Mulakulam Bus Stop"
325,Chitralaya Dental Clinic,4.0,Verygood,Dentist,"  No 139, Bussy Street, Puducherry H O, Pondicherry - 605001, Near Chinna Manikoondu"
326,Gvan Clinic,5.0,Excellent,Dentist,"  No 308, vazthavoor Road, Kathirkamam, Pondicherry - 605009, Near Indra Gandhi hospital"
327,Future Dental Art,5.0,Excellent,Dentist,"  No 59, Kondareddiyar Street, Reddiar Palayam, Pondicherry - 605010"
328,Gnanam Medical & Clinic,5.0,Excellent,Dentist,"  No:49, Villainur Main Road, Pavazha Nagar, Nellithope, Pondicherry - 605005, Opp to Ezhainagathamman Kovil"
329,VI Kare Dental Clinic,2.0,Poor,Dentist,"  No 42, Lawspet Main Road, Lawspet, Pondicherry - 605008, Pakkamudianpet"
330,Ever Smiles Dental Clinic,5.0,Excellent,Dentist,"  No 95, Lenin Street, Kosapalayam, Pondicherry - 605013, Opposite Krishna Nursing Home"
331,Limra Dental Care,5.0,Excellent,Dentist,"  New Saram, Naveena Garden, Puducherry, Saram, Pondicherry - 605013"
332,Dr. Baskar k,3.5,Verygood,Dentist,"  No 63 1st Floor, Mariamman Koil Street, Lawspet, Pondicherry - 605008, Kottupalayam"
333,Lakshmi Dental Health Care,2.3,Good,Dentist,"  No.1, Tagore Nagar, Lawspet Pondicherry, Pondicherry - 605008"
334,Visalakshmi Dental Health &..,3.5,Verygood,Dentist,"  No 2/2, Vallalar Salai 45 Feet Road, Venkata Nagar, Pondicherry - 605011"
335,Dr. Arun Kumar,5.0,Excellent,Dentist,"  C/O , Vasan Dental Care, Raman Tower, Ecr Main Road, Pondicherry - 605001, Near Rajiv Gandhi Sqaure"
336,Sarovar Mouth Care Centre,4.7,Excellent,Dentist,"  No.250, Bussy Street, Pondicherry - 605001, Nr kamban kalai aranagam"
337,Outtamane Dental Clinic,4.5,Excellent,Dentist,"  #40, Badar Sahib Street, Pondicherry - 605001, Near Old Bus Stand"
338,Shifaya Multispeciality Den..,5.0,Excellent,Dentist,"  Rain Hospital,#70, Pettalyanchatiram, Vazhudavur Main Road, Pondicherry - 605004"
339,Dr. Suresh Babu (Ksb Dental..,5.0,Excellent,Dentist,"  C/o Ksb Dental Clinic,49, Rodiar Mill Street, Mudaliarpet, Pondicherry - 605004"
340,Dr. Ramesh Babu K,2.5,Good,Dentist,"  No 42 Vilvam Speciality Clinic, Easwaran Koil Street, Pondicherry - 605001, Mission Street Cutting"
341,Dent O Zone Dental Clinic,5.0,Excellent,Dentist,"  38, Shankardass Street, Pondicherry - 605001, Backside to Max Showroom"
342,Dentale Multispeciality Den..,4.5,Excellent,Dentist,"  Villiyanur main road, Sulthanpet, Villianur, Pondicherry - 605110, Next to SLS Furnitures"
343,M S Dental Care Clinic,4.5,Excellent,Dentist,"  No 211, M G Road, Muthialpet, Pondicherry - 605003"
344,Dr. K Kusheed Banu (banu De..,1.0,Verypoor,Dentist,"  C/o Banu Dental Clinic,No. 23/4, East Car Street, Villianur, Pondicherry - 605110"
345,Dr. Sankar K,4.5,Excellent,Dentist,"  No 209-A, Nethaji Road, Cuddalore HO, PONDICHERRY - 607001"
346,Smile Dental Clinic,3.3,Verygood,Dentist,"  No 126/4, Perumal Koil Street, Puducherry H O, Pondicherry - 605001, Bharathy Street Junction"
347,Dr. Pranavadhyani g,3.4,Verygood,Dentist,"  No 50 Ragavan Oral Clinic, Canteen Street, Pondicherry - 605001, Opposite ELLE Boutique"
